user_id,clip_duration,media_platform,age_new,day,tt,ad_complete,ad_brand_cat,genre_new,gender_new,l_ad_stop,u_ad_stop
1470,280,MOBILE WEB,60,Thu,21,0,electronics,entertainment,Female,3.75,7.5
1471,64,MOBILE WEB,40,Tue,13,0,drink,sports,Male,3.75,7.5
1472,133,MOBILE WEB,10,Wed,11,0,food,drama,Female,3.75,7.5
1473,74,MOBILE WEB,30,Fri,15,0,corporation,sports,Male,7.5,11.25
1474,240,MOBILE WEB,30,Mon,8,0,health_food,entertainment,Female,3.75,7.5
1475,209,MOBILE WEB,50,Sun,12,1,drink,entertainment,Male,11.25,15
1476,72,MOBILE WEB,40,Wed,12,1,drink,sports,Male,11.25,15
1477,102,MOBILE WEB,40,Mon,14,1,government,music,Female,11.25,15
1478,155,MOBILE WEB,20,Fri,23,0,drink,entertainment,Female,3.75,7.5
1479,224,MOBILE WEB,20,Sun,14,0,food,entertainment,Female,3.75,7.5
1480,185,MOBILE WEB,10,Sat,0,0,electronics,entertainment,Female,0,3.75
1481,151,MOBILE WEB,20,Sun,15,0,movie,entertainment,Female,3.75,7.5
1482,148,MOBILE WEB,50,Fri,9,0,pet,entertainment,Female,3.75,7.5
1483,81,MOBILE WEB,40,Sat,13,0,corporation,sports,Male,3.75,7.5
1484,173,MOBILE APP,10,Wed,11,0,pet,entertainment,Female,3.75,7.5
1485,196,MOBILE WEB,20,Mon,0,0,pet,drama,Female,3.75,7.5
1486,132,MOBILE WEB,40,Fri,18,0,corporation,sports,Male,7.5,11.25
1487,206,MOBILE WEB,30,Thu,14,1,drink,sports,Male,11.25,15
1488,144,MOBILE WEB,50,Wed,19,0,drink,entertainment,Male,3.75,7.5
1489,65,MOBILE WEB,30,Tue,17,0,food,sports,Male,3.75,7.5
1490,80,MOBILE WEB,30,Mon,8,0,corporation,sports,Male,3.75,7.5
1491,165,MOBILE WEB,50,Mon,18,0,electronics,entertainment,Female,3.75,7.5
1492,184,MOBILE WEB,20,Thu,1,0,drink,drama,Female,3.75,7.5
1493,107,MOBILE WEB,30,Sat,7,0,movie,entertainment,Male,7.5,11.25
1494,119,PC WEB,10,Mon,2,0,drink,entertainment,Female,3.75,7.5
1495,299,MOBILE WEB,30,Sat,22,0,medicine,entertainment,Male,7.5,11.25
1496,193,MOBILE WEB,20,Mon,20,0,food,entertainment,Female,3.75,7.5
1497,172,MOBILE WEB,30,Wed,6,0,education,entertainment,Male,3.75,7.5
1498,212,MOBILE WEB,50,Sun,23,0,drink,sports,Male,3.75,7.5
1499,149,MOBILE WEB,30,Sun,16,0,health_food,drama,Male,3.75,7.5
1500,233,MOBILE WEB,20,Sun,12,0,health_food,entertainment,Female,11.25,15
1501,169,MOBILE WEB,50,Wed,11,0,food,entertainment,Female,3.75,7.5
1502,70,MOBILE WEB,40,Sun,8,0,corporation,sports,Male,3.75,7.5
1503,61,MOBILE WEB,30,Sun,11,1,drink,sports,Male,11.25,15
1504,126,MOBILE WEB,40,Wed,8,0,corporation,entertainment,Female,3.75,7.5
1505,151,MOBILE WEB,40,Tue,11,0,drink,entertainment,Female,3.75,7.5
1506,84,MOBILE WEB,40,Sat,14,0,finance,sports,Male,3.75,7.5
1507,126,MOBILE WEB,20,Sun,22,0,food,entertainment,Female,3.75,7.5
1508,223,MOBILE WEB,40,Tue,10,0,health_food,entertainment,Female,3.75,7.5
1509,231,MOBILE WEB,20,Fri,1,0,health_food,entertainment,Male,3.75,7.5
1510,151,MOBILE WEB,30,Wed,6,0,corporation,entertainment,Female,0,3.75
1511,102,MOBILE WEB,40,Sat,22,0,health_food,drama,Female,3.75,7.5
1512,145,MOBILE WEB,20,Mon,21,0,education,entertainment,Female,7.5,11.25
1513,146,PC WEB,30,Wed,18,0,drink,entertainment,Female,11.25,15
1514,118,MOBILE WEB,30,Sun,9,0,medicine,entertainment,Female,0,3.75
1515,155,MOBILE WEB,40,Thu,10,0,electronics,entertainment,Male,3.75,7.5
1516,92,PC WEB,30,Sat,13,0,corporation,sports,Male,0,3.75
1517,195,MOBILE WEB,50,Mon,8,0,food,entertainment,Female,3.75,7.5
1518,118,MOBILE WEB,40,Fri,20,0,corporation,sports,Male,3.75,7.5
1519,96,MOBILE WEB,50,Sat,11,0,corporation,sports,Male,3.75,7.5
1520,205,MOBILE WEB,40,Sat,17,1,drink,sports,Male,11.25,15
1521,179,MOBILE WEB,40,Tue,14,0,pet,drama,Female,3.75,7.5
1522,100,MOBILE WEB,10,Sat,16,0,corporation,sports,Male,3.75,7.5
1523,101,MOBILE WEB,40,Sat,14,0,corporation,sports,Male,3.75,7.5
1524,726,MOBILE WEB,40,Sat,21,0,drink,sports,Female,3.75,7.5
1525,149,PC WEB,30,Sun,21,0,drink,entertainment,Female,7.5,11.25
1526,81,MOBILE WEB,20,Sat,14,0,food,current_affairs,Male,3.75,7.5
1527,147,MOBILE WEB,30,Tue,10,0,medicine,entertainment,Female,3.75,7.5
1528,101,PC WEB,20,Sat,14,0,drink,sports,Male,7.5,11.25
1529,152,PC WEB,30,Sat,12,0,health_food,sports,Male,11.25,15
1530,93,PC WEB,30,Sun,10,0,corporation,sports,Female,11.25,15
1531,295,MOBILE WEB,40,Sun,8,0,drink,drama,Male,7.5,11.25
1532,150,MOBILE APP,20,Sat,20,0,food,entertainment,Female,3.75,7.5
1533,213,MOBILE WEB,30,Thu,14,0,food,music,Female,3.75,7.5
1534,112,MOBILE WEB,30,Sat,14,1,finance,sports,Male,11.25,15
1535,102,MOBILE WEB,50,Thu,23,0,government,drama,Female,7.5,11.25
1536,200,MOBILE WEB,10,Fri,19,0,food,entertainment,Female,3.75,7.5
1537,71,PC WEB,40,Mon,11,0,health_food,drama,Male,3.75,7.5
1538,65,MOBILE WEB,40,Sun,12,1,drink,sports,Male,11.25,15
1539,60,MOBILE WEB,40,Sat,13,0,drink,sports,Male,0,3.75
1540,161,MOBILE WEB,30,Tue,18,0,government,entertainment,Female,7.5,11.25
1541,237,MOBILE WEB,40,Fri,7,0,health_food,music,Male,3.75,7.5
1542,330,MOBILE APP,30,Wed,9,0,health_food,sports,Male,7.5,11.25
1543,152,MOBILE WEB,30,Thu,21,0,health_food,drama,Male,3.75,7.5
1544,141,MOBILE WEB,40,Sat,17,0,woman,sports,Male,3.75,7.5
1545,99,MOBILE WEB,40,Thu,13,0,corporation,sports,Male,7.5,11.25
1546,78,MOBILE WEB,30,Sat,14,1,drink,sports,Male,11.25,15
1547,238,MOBILE WEB,40,Sun,9,0,health_food,music,Female,0,3.75
1548,746,PC WEB,40,Sat,17,1,drink,sports,Male,11.25,15
1549,211,MOBILE WEB,30,Sun,9,0,drink,sports,Male,0,3.75
1550,72,MOBILE WEB,40,Wed,12,1,drink,sports,Male,11.25,15
1551,158,MOBILE WEB,30,Sat,20,0,food,entertainment,Female,3.75,7.5
1552,184,MOBILE WEB,40,Fri,21,0,food,entertainment,Female,3.75,7.5
1553,99,MOBILE WEB,20,Thu,14,0,government,sports,Male,3.75,7.5
1554,65,PC WEB,40,Wed,13,0,drink,sports,Male,3.75,7.5
1555,181,MOBILE WEB,40,Sun,20,0,health_food,entertainment,Male,0,3.75
1556,153,MOBILE WEB,30,Mon,23,0,electronics,entertainment,Female,3.75,7.5
1557,82,PC WEB,50,Mon,13,0,government,drama,Male,3.75,7.5
1558,223,MOBILE APP,20,Sat,15,0,drink,music,Female,3.75,7.5
1559,176,MOBILE WEB,50,Mon,12,0,government,drama,Female,3.75,7.5
1560,65,MOBILE WEB,30,Tue,13,0,food,sports,Male,3.75,7.5
1561,61,MOBILE WEB,30,Wed,17,1,drink,sports,Male,11.25,15
1562,134,MOBILE WEB,40,Tue,22,0,health_food,drama,Male,3.75,7.5
1563,129,MOBILE WEB,30,Thu,23,0,food,drama,Female,3.75,7.5
1564,169,MOBILE WEB,40,Mon,13,0,pet,drama,Female,3.75,7.5
1565,215,MOBILE WEB,60,Mon,9,0,food,music,Female,3.75,7.5
1566,133,MOBILE WEB,60,Mon,13,1,food,entertainment,Male,11.25,15
1567,193,MOBILE WEB,30,Mon,22,0,health_food,entertainment,Female,3.75,7.5
1568,112,MOBILE WEB,30,Sat,14,0,corporation,sports,Male,3.75,7.5
1569,110,MOBILE WEB,40,Tue,19,0,corporation,entertainment,Female,0,3.75
1570,225,MOBILE APP,20,Sat,14,0,medicine,entertainment,Female,3.75,7.5
1571,129,MOBILE WEB,20,Fri,0,0,medicine,drama,Female,3.75,7.5
1572,195,MOBILE WEB,30,Sat,9,0,woman,entertainment,Female,3.75,7.5
1573,118,MOBILE WEB,40,Sun,21,1,woman,entertainment,Male,11.25,15
1574,470,MOBILE WEB,40,Sat,17,1,food,entertainment,Female,11.25,15
1575,111,PC WEB,30,Sat,13,0,education,entertainment,Male,11.25,15
1576,101,MOBILE WEB,30,Mon,10,0,movie,entertainment,Female,3.75,7.5
1577,128,MOBILE WEB,30,Sat,16,0,medicine,entertainment,Male,0,3.75
1578,226,MOBILE WEB,20,Fri,21,0,health_food,drama,Female,3.75,7.5
1579,193,MOBILE WEB,30,Mon,1,0,health_food,entertainment,Male,7.5,11.25
1580,205,MOBILE WEB,40,Tue,22,0,drink,entertainment,Female,3.75,7.5
1581,238,MOBILE WEB,30,Tue,10,0,education,drama,Female,3.75,7.5
1582,250,MOBILE WEB,20,Sun,19,0,health_food,drama,Female,3.75,7.5
1583,252,MOBILE WEB,30,Tue,9,0,pet,entertainment,Male,3.75,7.5
1584,356,MOBILE WEB,20,Sun,15,0,movie,music,Female,11.25,15
1585,72,MOBILE WEB,20,Wed,15,0,corporation,sports,Female,3.75,7.5
1586,419,MOBILE WEB,20,Tue,15,0,drink,sports,Male,3.75,7.5
1587,89,MOBILE WEB,40,Sun,8,0,drink,entertainment,Male,3.75,7.5
1588,179,MOBILE WEB,40,Tue,9,0,food,drama,Female,3.75,7.5
1589,180,MOBILE WEB,30,Wed,12,1,electronics,entertainment,Female,11.25,15
1590,245,PC WEB,30,Sun,19,0,food,information,Male,3.75,7.5
1591,90,MOBILE WEB,50,Tue,11,0,drink,entertainment,Male,7.5,11.25
1592,65,MOBILE WEB,40,Tue,15,0,drink,sports,Male,7.5,11.25
1593,289,MOBILE WEB,40,Sun,10,1,food,entertainment,Female,11.25,15
1594,201,MOBILE WEB,20,Fri,9,0,woman,drama,Male,3.75,7.5
1595,67,MOBILE WEB,30,Tue,13,0,corporation,sports,Female,3.75,7.5
1596,79,PC WEB,40,Mon,15,0,drink,sports,Male,3.75,7.5
1597,248,MOBILE WEB,10,Sat,17,0,food,drama,Female,7.5,11.25
1598,227,MOBILE WEB,30,Mon,1,1,medicine,drama,Male,11.25,15
1599,153,MOBILE WEB,50,Mon,14,1,food,entertainment,Female,11.25,15
1600,410,PC WEB,60,Mon,13,1,drink,sports,Male,11.25,15
1601,179,MOBILE WEB,20,Sun,19,0,food,entertainment,Male,3.75,7.5
1602,237,MOBILE WEB,20,Sun,18,0,drink,music,Female,7.5,11.25
1603,64,PC WEB,50,Mon,14,0,finance,sports,Female,3.75,7.5
1604,63,MOBILE WEB,20,Sun,9,0,pet,entertainment,Female,7.5,11.25
1605,200,MOBILE APP,60,Mon,0,0,food,entertainment,Male,3.75,7.5
1606,121,MOBILE WEB,30,Sat,11,1,health_food,entertainment,Female,11.25,15
1607,205,PC WEB,40,Sun,0,1,medicine,entertainment,Female,11.25,15
1608,67,MOBILE WEB,30,Thu,12,0,drink,sports,Male,3.75,7.5
1609,219,MOBILE WEB,30,Tue,0,0,food,entertainment,Male,3.75,7.5
1610,72,MOBILE WEB,40,Wed,12,0,corporation,sports,Male,7.5,11.25
1611,62,MOBILE WEB,40,Fri,18,1,drink,sports,Female,11.25,15
1612,85,MOBILE WEB,40,Sun,18,0,food,sports,Male,3.75,7.5
1613,157,MOBILE WEB,20,Sat,5,0,health_food,entertainment,Female,3.75,7.5
1614,110,MOBILE WEB,30,Wed,23,0,health_food,drama,Female,3.75,7.5
1615,226,MOBILE APP,20,Sat,18,0,education,entertainment,Male,7.5,11.25
1616,130,MOBILE WEB,20,Sun,13,0,food,entertainment,Male,7.5,11.25
1617,130,MOBILE WEB,30,Sun,12,0,health_food,entertainment,Male,7.5,11.25
1618,178,MOBILE WEB,20,Sun,3,0,education,drama,Male,3.75,7.5
1619,223,MOBILE WEB,60,Fri,19,1,health_food,drama,Female,11.25,15
1620,265,MOBILE WEB,30,Sat,7,0,pet,entertainment,Female,0,3.75
1621,132,MOBILE WEB,20,Mon,15,1,health_food,drama,Female,11.25,15
1622,213,MOBILE WEB,30,Wed,12,0,drink,sports,Male,3.75,7.5
1623,74,MOBILE WEB,20,Fri,21,0,corporation,sports,Male,7.5,11.25
1624,143,MOBILE WEB,10,Mon,17,0,government,entertainment,Female,3.75,7.5
1625,201,PC WEB,40,Sun,22,0,drink,sports,Male,7.5,11.25
1626,178,MOBILE WEB,30,Wed,14,0,woman,music,Male,0,3.75
1627,182,MOBILE WEB,10,Sat,1,0,health_food,entertainment,Female,3.75,7.5
1628,133,MOBILE WEB,20,Mon,13,0,drink,drama,Female,3.75,7.5
1629,64,MOBILE WEB,30,Wed,10,0,corporation,sports,Male,11.25,15
1630,151,MOBILE WEB,30,Tue,11,0,health_food,drama,Female,3.75,7.5
1631,206,MOBILE WEB,40,Thu,16,0,health_food,sports,Female,3.75,7.5
1632,195,MOBILE WEB,20,Sun,20,0,food,entertainment,Female,3.75,7.5
1633,67,MOBILE WEB,30,Tue,13,0,corporation,sports,Male,3.75,7.5
1634,97,MOBILE WEB,30,Thu,14,1,health_food,entertainment,Female,11.25,15
1635,207,MOBILE WEB,10,Tue,15,0,drink,entertainment,Female,3.75,7.5
1636,101,MOBILE WEB,40,Sat,12,0,drink,sports,Male,3.75,7.5
1637,82,MOBILE WEB,40,Sat,1,0,government,drama,Female,7.5,11.25
1638,172,MOBILE WEB,50,Fri,20,0,health_food,information,Female,7.5,11.25
1639,118,MOBILE WEB,30,Wed,9,0,drink,sports,Male,3.75,7.5
1640,118,MOBILE WEB,20,Fri,19,0,corporation,sports,Male,7.5,11.25
1641,152,MOBILE WEB,30,Fri,5,0,man,entertainment,Male,3.75,7.5
1642,116,MOBILE WEB,40,Sat,16,1,drink,sports,Male,11.25,15
1643,66,PC WEB,30,Mon,20,0,drink,sports,Male,3.75,7.5
1644,80,MOBILE WEB,40,Fri,8,0,woman,drama,Female,3.75,7.5
1645,213,MOBILE WEB,20,Thu,14,0,food,entertainment,Female,3.75,7.5
1646,83,MOBILE WEB,10,Fri,22,0,health_food,entertainment,Female,11.25,15
1647,79,PC WEB,40,Mon,15,1,drink,sports,Male,11.25,15
1648,140,MOBILE WEB,30,Wed,10,1,health_food,entertainment,Female,11.25,15
1649,108,MOBILE WEB,20,Tue,10,0,corporation,sports,Male,0,3.75
1650,83,MOBILE WEB,50,Sat,7,1,drink,sports,Male,11.25,15
1651,189,MOBILE WEB,50,Fri,9,0,medicine,entertainment,Female,7.5,11.25
1652,62,MOBILE WEB,40,Mon,14,0,drink,sports,Male,0,3.75
1653,166,MOBILE APP,10,Thu,20,0,food,entertainment,Male,7.5,11.25
1654,627,PC WEB,40,Sat,20,1,drink,sports,Male,11.25,15
1655,100,MOBILE WEB,50,Tue,15,1,drink,sports,Male,11.25,15
1656,73,MOBILE WEB,60,Tue,15,0,government,entertainment,Male,0,3.75
1657,151,MOBILE WEB,30,Sun,21,0,food,entertainment,Female,3.75,7.5
1658,146,MOBILE WEB,50,Wed,0,0,food,entertainment,Male,0,3.75
1659,347,MOBILE WEB,20,Sun,11,0,corporation,sports,Male,3.75,7.5
1660,119,MOBILE APP,50,Mon,13,0,movie,entertainment,Female,7.5,11.25
1661,190,MOBILE WEB,50,Thu,19,0,food,drama,Female,3.75,7.5
1662,96,PC WEB,10,Fri,1,0,government,drama,Female,7.5,11.25
1663,787,MOBILE WEB,40,Mon,11,0,drink,sports,Male,3.75,7.5
1664,156,MOBILE WEB,40,Wed,7,0,man,entertainment,Female,11.25,15
1665,164,MOBILE WEB,40,Mon,7,0,government,entertainment,Female,3.75,7.5
1666,171,MOBILE WEB,10,Sun,9,0,drink,sports,Female,3.75,7.5
1667,193,MOBILE WEB,40,Sun,19,0,government,entertainment,Female,3.75,7.5
1668,176,MOBILE WEB,10,Thu,17,0,health_food,entertainment,Female,11.25,15
1669,275,MOBILE WEB,10,Mon,1,0,movie,entertainment,Female,3.75,7.5
1670,101,MOBILE WEB,30,Sat,14,0,drink,sports,Male,7.5,11.25
1671,77,MOBILE WEB,40,Sat,12,0,food,sports,Male,7.5,11.25
1672,115,MOBILE WEB,50,Wed,14,0,food,sports,Male,3.75,7.5
1673,166,MOBILE WEB,40,Wed,18,0,food,information,Male,3.75,7.5
1674,80,MOBILE WEB,40,Thu,22,0,food,drama,Female,3.75,7.5
1675,191,MOBILE WEB,30,Wed,23,0,education,drama,Female,3.75,7.5
1676,67,MOBILE WEB,40,Tue,20,1,drink,sports,Male,11.25,15
1677,60,MOBILE WEB,30,Tue,13,0,corporation,sports,Male,3.75,7.5
1678,191,MOBILE WEB,40,Fri,9,0,health_food,entertainment,Female,7.5,11.25
1679,61,MOBILE WEB,30,Wed,10,0,drink,sports,Male,3.75,7.5
1680,78,MOBILE WEB,20,Fri,12,0,electronics,entertainment,Female,7.5,11.25
1681,236,MOBILE APP,20,Sun,0,0,health_food,music,Female,3.75,7.5
1682,199,MOBILE WEB,20,Mon,0,0,medicine,drama,Female,3.75,7.5
1683,64,MOBILE WEB,20,Tue,8,0,movie,drama,Female,3.75,7.5
1684,181,MOBILE APP,20,Mon,19,0,drink,drama,Female,3.75,7.5
1685,96,MOBILE WEB,20,Wed,17,1,drink,sports,Male,11.25,15
1686,627,MOBILE WEB,20,Sat,17,0,corporation,sports,Male,3.75,7.5
1687,63,MOBILE WEB,30,Wed,18,1,corporation,entertainment,Female,11.25,15
1688,149,MOBILE WEB,10,Mon,7,0,food,entertainment,Female,3.75,7.5
1689,84,MOBILE WEB,60,Sun,4,0,corporation,sports,Male,0,3.75
1690,70,MOBILE WEB,40,Mon,0,0,food,drama,Female,0,3.75
1691,193,PC WEB,30,Thu,18,0,health_food,information,Male,3.75,7.5
1692,787,MOBILE WEB,40,Mon,19,0,drink,sports,Male,3.75,7.5
1693,142,MOBILE WEB,20,Wed,20,0,drink,entertainment,Female,3.75,7.5
1694,192,MOBILE WEB,20,Sun,22,0,food,entertainment,Female,3.75,7.5
1695,164,MOBILE WEB,40,Fri,11,0,food,sports,Male,3.75,7.5
1696,127,MOBILE WEB,30,Wed,10,1,drink,sports,Female,11.25,15
1697,68,MOBILE WEB,60,Mon,8,0,corporation,sports,Female,0,3.75
1698,94,MOBILE WEB,30,Thu,23,0,food,drama,Female,3.75,7.5
1699,205,MOBILE WEB,40,Sat,17,1,drink,sports,Male,11.25,15
1700,64,MOBILE WEB,40,Tue,13,0,drink,sports,Male,3.75,7.5
1701,187,MOBILE WEB,30,Fri,22,0,health_food,entertainment,Male,11.25,15
1702,120,PC WEB,40,Fri,17,1,health_food,entertainment,Male,11.25,15
1703,185,MOBILE WEB,20,Thu,1,0,movie,entertainment,Male,3.75,7.5
1704,198,MOBILE WEB,40,Tue,11,1,electronics,entertainment,Female,11.25,15
1705,172,MOBILE WEB,40,Tue,11,0,health_food,entertainment,Male,3.75,7.5
1706,390,MOBILE WEB,40,Sat,21,0,health_food,entertainment,Female,3.75,7.5
1707,688,MOBILE WEB,60,Mon,14,0,finance,sports,Male,7.5,11.25
1708,60,MOBILE WEB,40,Mon,19,0,drink,sports,Male,3.75,7.5
1709,119,MOBILE WEB,30,Mon,20,0,drink,drama,Female,11.25,15
1710,100,MOBILE WEB,20,Mon,0,0,movie,entertainment,Female,3.75,7.5
1711,185,MOBILE WEB,10,Fri,23,0,government,entertainment,Female,3.75,7.5
1712,64,MOBILE WEB,40,Fri,7,0,health_food,sports,Male,3.75,7.5
1713,499,MOBILE WEB,30,Tue,16,0,drink,sports,Male,3.75,7.5
1714,64,MOBILE WEB,40,Tue,11,0,corporation,sports,Male,3.75,7.5
1715,185,PC WEB,40,Sat,14,0,drink,entertainment,Female,3.75,7.5
1716,68,MOBILE WEB,20,Thu,9,0,finance,entertainment,Female,7.5,11.25
1717,65,MOBILE WEB,10,Tue,16,0,corporation,sports,Male,3.75,7.5
1718,121,MOBILE WEB,40,Sun,16,1,drink,sports,Male,11.25,15
1719,209,MOBILE WEB,10,Thu,20,0,health_food,drama,Female,7.5,11.25
1720,311,MOBILE WEB,30,Sat,19,0,health_food,entertainment,Male,7.5,11.25
1721,711,PC WEB,50,Thu,8,1,drink,sports,Male,11.25,15
1722,627,MOBILE WEB,50,Sat,18,1,drink,sports,Male,11.25,15
1723,65,MOBILE WEB,30,Tue,12,0,corporation,sports,Male,3.75,7.5
1724,176,MOBILE WEB,30,Thu,22,0,drink,drama,Female,3.75,7.5
1725,70,MOBILE WEB,30,Sat,15,0,corporation,sports,Male,11.25,15
1726,83,MOBILE WEB,30,Sat,22,0,health_food,drama,Female,3.75,7.5
1727,115,MOBILE WEB,40,Wed,12,1,drink,sports,Male,11.25,15
1728,112,MOBILE WEB,40,Sat,16,0,drink,sports,Male,3.75,7.5
1729,72,PC WEB,10,Sun,12,0,drink,drama,Female,3.75,7.5
1730,786,MOBILE WEB,40,Sat,16,1,drink,sports,Male,11.25,15
1731,95,MOBILE WEB,20,Mon,10,0,corporation,sports,Male,11.25,15
1732,195,MOBILE WEB,30,Tue,22,0,corporation,entertainment,Female,3.75,7.5
1733,100,MOBILE WEB,50,Tue,13,0,corporation,sports,Male,3.75,7.5
1734,60,MOBILE WEB,30,Tue,13,0,drink,sports,Male,3.75,7.5
1735,115,MOBILE WEB,30,Tue,0,0,man,drama,Female,3.75,7.5
1736,332,MOBILE WEB,40,Sat,20,0,food,music,Female,3.75,7.5
1737,252,MOBILE WEB,20,Tue,0,0,pet,entertainment,Female,3.75,7.5
1738,223,PC WEB,20,Tue,23,1,electronics,music,Female,11.25,15
1739,138,MOBILE WEB,20,Wed,16,0,health_food,sports,Female,3.75,7.5
1740,126,MOBILE WEB,40,Sat,16,0,drink,sports,Male,3.75,7.5
1741,120,MOBILE WEB,40,Thu,7,1,drink,sports,Male,11.25,15
1742,237,MOBILE APP,30,Sat,23,0,corporation,sports,Male,3.75,7.5
1743,266,MOBILE APP,50,Mon,23,0,drink,entertainment,Female,0,3.75
1744,107,MOBILE WEB,30,Fri,21,0,health_food,entertainment,Male,7.5,11.25
1745,161,PC WEB,30,Sun,17,1,drink,entertainment,Female,11.25,15
1746,208,PC WEB,50,Thu,21,0,health_food,entertainment,Male,3.75,7.5
1747,180,MOBILE WEB,20,Wed,11,0,food,entertainment,Male,3.75,7.5
1748,477,MOBILE WEB,50,Fri,10,0,corporation,sports,Male,3.75,7.5
1749,94,MOBILE WEB,30,Sun,22,0,education,entertainment,Female,3.75,7.5
1750,152,MOBILE WEB,40,Sat,8,1,food,drama,Female,11.25,15
1751,95,MOBILE WEB,40,Thu,11,0,drink,sports,Male,3.75,7.5
1752,162,MOBILE WEB,40,Mon,17,0,pet,drama,Female,3.75,7.5
1753,218,PC WEB,20,Sun,21,1,education,entertainment,Female,11.25,15
1754,97,PC WEB,50,Tue,12,0,drink,sports,Male,3.75,7.5
1755,111,MOBILE WEB,30,Sun,21,0,medicine,entertainment,Male,3.75,7.5
1756,116,MOBILE WEB,60,Tue,11,0,corporation,sports,Female,3.75,7.5
1757,163,MOBILE WEB,20,Sun,14,0,drink,entertainment,Female,3.75,7.5
1758,153,MOBILE WEB,60,Tue,9,0,food,entertainment,Female,7.5,11.25
1759,106,MOBILE WEB,30,Mon,0,0,food,drama,Female,3.75,7.5
1760,113,MOBILE WEB,40,Fri,22,0,health_food,entertainment,Male,11.25,15
1761,62,MOBILE WEB,30,Fri,18,1,drink,sports,Male,11.25,15
1762,221,MOBILE WEB,30,Thu,22,0,drink,entertainment,Female,3.75,7.5
1763,205,MOBILE WEB,20,Tue,22,0,health_food,music,Female,7.5,11.25
1764,62,MOBILE WEB,40,Mon,13,0,corporation,sports,Male,3.75,7.5
1765,726,MOBILE WEB,30,Sat,11,0,drink,sports,Male,3.75,7.5
1766,144,MOBILE WEB,30,Thu,0,0,health_food,entertainment,Female,0,3.75
1767,195,MOBILE WEB,30,Thu,20,0,woman,entertainment,Female,3.75,7.5
1768,131,MOBILE WEB,10,Wed,8,1,education,entertainment,Female,11.25,15
1769,265,MOBILE WEB,10,Tue,21,0,health_food,entertainment,Male,3.75,7.5
1770,184,MOBILE WEB,40,Sat,23,1,drink,music,Female,11.25,15
1771,141,MOBILE WEB,30,Thu,22,0,government,information,Female,3.75,7.5
1772,100,MOBILE WEB,40,Tue,16,1,drink,sports,Male,11.25,15
1773,166,MOBILE WEB,50,Tue,21,1,electronics,entertainment,Male,11.25,15
1774,71,MOBILE WEB,40,Sat,4,0,corporation,sports,Male,11.25,15
1775,165,MOBILE WEB,20,Fri,23,0,drink,entertainment,Male,3.75,7.5
1776,175,MOBILE WEB,30,Sun,11,0,drink,drama,Male,7.5,11.25
1777,101,MOBILE WEB,20,Sat,14,0,drink,sports,Male,7.5,11.25
1778,500,MOBILE WEB,30,Fri,18,0,drink,sports,Male,0,3.75
1779,130,MOBILE WEB,40,Sat,13,0,movie,drama,Female,3.75,7.5
1780,190,MOBILE WEB,20,Sat,10,0,drink,entertainment,Female,3.75,7.5
1781,164,MOBILE WEB,40,Sat,11,0,government,entertainment,Female,3.75,7.5
1782,786,MOBILE WEB,10,Sat,17,1,drink,sports,Male,11.25,15
1783,161,MOBILE WEB,30,Sat,11,0,movie,entertainment,Female,0,3.75
1784,213,MOBILE WEB,30,Wed,11,0,drink,sports,Male,3.75,7.5
1785,158,MOBILE WEB,40,Wed,15,1,health_food,drama,Female,11.25,15
1786,252,PC WEB,20,Sat,0,0,food,entertainment,Male,3.75,7.5
1787,101,MOBILE WEB,10,Sun,22,0,movie,entertainment,Female,3.75,7.5
1788,110,MOBILE WEB,40,Wed,7,0,movie,entertainment,Female,3.75,7.5
1789,174,MOBILE WEB,40,Sun,9,0,movie,entertainment,Female,0,3.75
1790,190,MOBILE WEB,40,Sat,7,0,food,entertainment,Female,7.5,11.25
1791,101,MOBILE WEB,30,Sat,13,0,government,sports,Male,3.75,7.5
1792,120,MOBILE WEB,30,Thu,0,0,drink,sports,Male,3.75,7.5
1793,155,PC WEB,20,Mon,16,1,movie,entertainment,Female,11.25,15
1794,125,MOBILE WEB,30,Sat,12,0,drink,entertainment,Male,3.75,7.5
1795,66,MOBILE WEB,40,Sun,14,0,corporation,sports,Male,3.75,7.5
1796,81,MOBILE WEB,40,Wed,0,0,drink,entertainment,Female,3.75,7.5
1797,93,MOBILE WEB,40,Thu,15,0,health_food,entertainment,Male,3.75,7.5
1798,234,MOBILE WEB,30,Sun,16,0,food,entertainment,Female,11.25,15
1799,177,MOBILE WEB,30,Mon,11,0,corporation,sports,Male,3.75,7.5
1800,500,MOBILE WEB,40,Fri,17,1,drink,sports,Male,11.25,15
1801,64,MOBILE WEB,30,Wed,9,0,corporation,sports,Male,3.75,7.5
1802,298,MOBILE WEB,30,Sat,22,0,health_food,drama,Female,3.75,7.5
1803,119,MOBILE WEB,10,Fri,7,0,education,entertainment,Male,3.75,7.5
1804,238,MOBILE WEB,40,Sat,20,0,woman,music,Female,7.5,11.25
1805,160,MOBILE WEB,30,Sun,0,0,education,entertainment,Female,0,3.75
1806,124,MOBILE WEB,20,Thu,19,0,food,entertainment,Female,3.75,7.5
1807,204,PC WEB,40,Sat,2,0,education,entertainment,Female,7.5,11.25
1808,181,MOBILE APP,20,Wed,0,0,education,entertainment,Female,3.75,7.5
1809,510,MOBILE WEB,40,Wed,22,0,drink,entertainment,Female,3.75,7.5
